"hs6_query","national_tariff_code","unit","description","import_rate","export_rate","trq","sst","excise","cess_1","cess_2","cess_3","source_file","source_sha256"
"870829","8708299400","kg","- - - - - Hood rods","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299500","kg","- - - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299600","kg","- - - - - Interior trim fittings; mudguards","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299700","kg","- - - - - Hood rods","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299800","kg","- - - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870830","8708301000","kg","- - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870830.html","58ca2e9cb03b03d7ba746c07d35dd791f86cb950320abb43c03546d5c25b7ae7"
"870830","8708302100","kg","- - - Brake drums, brake discs or brake pipes","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870830.html","58ca2e9cb03b03d7ba746c07d35dd791f86cb950320abb43c03546d5c25b7ae7"
"870830","8708302900","kg","- - - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870830.html","58ca2e9cb03b03d7ba746c07d35dd791f86cb950320abb43c03546d5c25b7ae7"
"870830","8708303000","kg","- - Brake drums, brake discs or brake pipes for vehicles of heading 87.02 or 87.04","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870830.html","58ca2e9cb03b03d7ba746c07d35dd791f86cb950320abb43c03546d5c25b7ae7"
"870830","8708309000","kg","- - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870830.html","58ca2e9cb03b03d7ba746c07d35dd791f86cb950320abb43c03546d5c25b7ae7"
"870840","8708401100","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708401300","kg","- - - For vehicles of heading 87.04 or 87.05","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708401400","kg","- - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708401900","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708402500","kg","- - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708402600","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708402700","kg","- - - For vehicles of heading 87.04 or 87.05","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708402900","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708409100","kg","- - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708409200","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870840","8708409900","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870840.html","97ffd9e126f78c040f9a8b153c0ed8e9c1f7bf778f8f85f7c10a55bf5cf8fdc0"
"870850","8708501100","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708501300","kg","- - - For vehicles of heading 87.04 or 87.05","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708501500","kg","- - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708501900","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708502500","kg","- - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708502600","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708502700","kg","- - - For vehicles of heading 87.04 or 87.05","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708502900","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708509100","kg","- - - - Crown wheels and pinions","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708509200","kg","- - - - Other","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708509400","kg","- - - - Crown wheels and pinions","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708509500","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708509600","kg","- - - - Crown wheels and pinions","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870850","8708509900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870850.html","a278308e7c837ad075324e562ba67b97e156b986a80b41ef9631f1d2c45de328"
"870880","8708801500","kg","- - - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870880","8708801600","kg","- - - For vehicles of heading 87.03","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870880","8708801700","kg","- - - For vehicles of subheading 8704.10 or heading 87.05","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870880","8708801900","kg","- - - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870880","8708809100","kg","- - - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870880","8708809200","kg","- - - For vehicles of heading 87.03","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870880","8708809900","kg","- - - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870880.html","fb064b0ee311e5dd9aa1f4c121940351b6640c0e7e0b12b41b6d0a2655f5bedc"
"870891","8708911500","kg","- - - - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708911600","kg","- - - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708911700","kg","- - - - - For vehicles of subheading 8704.10","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708911800","kg","- - - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708911900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708919100","kg","- - - - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708919300","kg","- - - - Drain plugs, for vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708919400","kg","- - - - Drain plugs, for vehicles of heading 87.02 or 87.04 (excluding subheading 8704.10)","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708919500","kg","- - - - Other, for vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870891","8708919900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870891.html","cc550ccae2e0321d3595dbdaf374f90af2645698f659c48faeb55d180d03d5c9"
"870892","8708921000","kg","- - - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870892","8708922000","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870892","8708925100","kg","- - - - Silencers (mufflers) and exhaust pipes","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870892","8708925200","kg","- - - - Parts","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870892","8708926100","kg","- - - - Silencers (mufflers) and exhaust pipes","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870892","8708926200","kg","- - - - Parts","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870892","8708929000","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870892.html","d4426a25a311f2624322d379efdb9a79293ea2152379945c9603ca46752cc43a"
"870893","8708935000","kg","- - - For vehicles of heading 87.01","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870893.html","198b16541a1bf34ee81b40f4920f6de47c00186a0966c31fd2677235c77208a5"
"870893","8708936000","kg","- - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870893.html","198b16541a1bf34ee81b40f4920f6de47c00186a0966c31fd2677235c77208a5"
"870893","8708937000","kg","- - - For vehicles of heading 87.04 or 87.05","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870893.html","198b16541a1bf34ee81b40f4920f6de47c00186a0966c31fd2677235c77208a5"
"870893","8708939000","kg","- - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870893.html","198b16541a1bf34ee81b40f4920f6de47c00186a0966c31fd2677235c77208a5"
"870894","8708941100","kg","- - - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870894.html","4184d9e80225a54c7701f55a29d151e56a069d9118d79220b585f3e2f0e99fc5"
"870894","8708941900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870894.html","4184d9e80225a54c7701f55a29d151e56a069d9118d79220b585f3e2f0e99fc5"
"870894","8708949400","kg","- - - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870894.html","4184d9e80225a54c7701f55a29d151e56a069d9118d79220b585f3e2f0e99fc5"
"870894","8708949500","kg","- - - - For vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870894.html","4184d9e80225a54c7701f55a29d151e56a069d9118d79220b585f3e2f0e99fc5"
"870894","8708949900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870894.html","4184d9e80225a54c7701f55a29d151e56a069d9118d79220b585f3e2f0e99fc5"
"870895","8708951000","kg","- - - Safety airbags with inflater system","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870895.html","07a2e8805d5b4ce9ea1e4940fffc1ba11c76080c2c553ddc22c58582efe77ba9"
"870895","8708959000","kg","- - - Parts","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870895.html","07a2e8805d5b4ce9ea1e4940fffc1ba11c76080c2c553ddc22c58582efe77ba9"
"870899","8708991100","kg","- - - - Unassembled fuel tanks; engine brackets","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708991900","kg","- - - - Other","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708992100","kg","- - - - - Fuel tanks","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708992400","kg","- - - - - Lower half of the fuel tank; fuel caps; filler pipes; filler hose assembly; fuel tank bands","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708992500","kg","- - - - - Other parts","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708993000","kg","- - - - Accelerator, brake or clutch pedals","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708994000","kg","- - - - Battery carriers or trays and brackets therefor","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708995000","kg","- - - - Radiator shrouds","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708996100","kg","- - - - - For vehicles of heading 87.02","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708996200","kg","- - - - - For vehicles of heading 87.03","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708996300","kg","- - - - - For vehicles of heading 87.04","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708997000","kg","- - - - Engine brackets","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708998000","kg","- - - - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708999100","kg","- - - - Unassembled fuel tanks; engine brackets","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"870899","8708999900","kg","- - - - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870899.html","675e2254d9c93c489c080194fc682e9942455d62d6c316642184642c6b7d2d71"
"902920","9029201000","u","- - Speedometers for motor vehicles","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_902920.html","17ac744d4a783f886d54207749deb406928dc0b32071e00883657abebe719720"
"902920","9029202000","u","- - Tachometers for motor vehicles","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_902920.html","17ac744d4a783f886d54207749deb406928dc0b32071e00883657abebe719720"
"902920","9029209000","u","- - Other","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_902920.html","17ac744d4a783f886d54207749deb406928dc0b32071e00883657abebe719720"
"903289","9032891000","u","- - - Instruments and apparatus incorporating or working in conjunction with an automatic data processing machine, for automatically regulating or controlling the propulsion, ballast or cargo handling systems of ships","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_903289.html","6b7bd32100c67dc5244b0819ab3e9c3da2882e02e3bf36ce17937da6edb705b2"
"903289","9032892000","u","- - - Automatic instruments and apparatus for regulating or controlling chemical or electrochemical solutions in the manufacture of printed circuit boards/printed wiring boards or printed circuit assemblies","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_903289.html","6b7bd32100c67dc5244b0819ab3e9c3da2882e02e3bf36ce17937da6edb705b2"
"903289","9032893100","u","- - - - Automatic regulating voltage units (stabilisers)","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_903289.html","6b7bd32100c67dc5244b0819ab3e9c3da2882e02e3bf36ce17937da6edb705b2"
"903289","9032893900","u","- - - - Other","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_903289.html","6b7bd32100c67dc5244b0819ab3e9c3da2882e02e3bf36ce17937da6edb705b2"
"903289","9032899000","u","- - - Other","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_903289.html","6b7bd32100c67dc5244b0819ab3e9c3da2882e02e3bf36ce17937da6edb705b2"
"940120","9401201000","u","- - Of a kind used for vehicles of heading 87.02, 87.03 or 87.04","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_940120.html","0a9cd641d8ac703487a000a3447867a075cfb14d70b5b38393300d040663d960"
"940120","9401209000","u","- - Other","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_940120.html","0a9cd641d8ac703487a000a3447867a075cfb14d70b5b38393300d040663d960"
